time,x1,x2
0.0,2.5,0.0
0.1,2.43592691346809,4.52655183186482e-07
0.2,2.3723842789167504,9.548828158954523e-07
0.30000000000000004,2.309387511747354,1.5147905594093704e-06
0.4,2.246952505682934,2.141967288924543e-06
0.5,2.185095638357338,2.8477838836647398e-06
0.6000000000000001,2.1238337752700374,3.6457611298111804e-06
0.7000000000000001,2.063184271814541,4.55202101737234e-06
0.8,2.003164973055058,5.585841967597791e-06
0.9,1.943794210890702,6.770343971842803e-06
1.0,1.885090798209334,8.133336608312497e-06
1.1,1.827074019594552,9.708371892343168e-06
1.2000000000000002,1.7697636181098664,1.1536055517395478e-05
1.3,1.7131797776445294,1.3665685060668529e-05
1.4000000000000001,1.657343100266826,1.6157303221268025e-05
1.5,1.602274577994127,1.908427953858261e-05
1.6,1.547995558356301,2.2536567176212553e-05
1.7000000000000002,1.4945277031021207,2.6624824747297266e-05
1.8,1.441892939379512,3.1485650132432435e-05
1.9000000000000001,1.390113402712729,3.728824826136809e-05
2.0,1.339211371106159,4.424295387580327e-05
2.1,1.2892091896293554,5.261216140016857e-05
2.2,1.2401291848854938,6.272438803823927e-05
2.3000000000000003,1.1919935688406609,7.499242766727952e-05
2.4000000000000004,1.144824331599658,8.993686169548968e-05
2.5,1.09864312286114,0.00010821660535824162
2.6,1.0534711219770152,0.0001306687198592662
2.7,1.0093288967843632,0.00015836046081717218
2.8000000000000003,0.9662362516788537,0.00019265752711827556
2.9000000000000004,0.9242120657626754,0.00023531380970080764
3.0,0.8832741223326624,0.00028858973547571273
3.1,0.8434389314801722,0.000355408715930959
3.2,0.8047215481567992,0.0004395644533051838
3.3000000000000003,0.7671353887213092,0.0005459962059948078
3.4000000000000004,0.730692049723776,0.0006811549269116111
3.5,0.6954011335013062,0.0008534909164526739
3.6,0.6612700860518771,0.0010741038275827366
3.7,0.6283040536107268,0.0013576091570918528
3.8000000000000003,0.5965057653629317,0.0017232923980624421
3.9000000000000004,0.5658754507599661,0.002196643293827917
4.0,0.5364108009187514,0.002811388063497038
4.1000000000000005,0.5081069844794855,0.0036121657203208907
4.2,0.4809567289193904,0.004658021666495753
4.3,0.4549504783682351,0.006026908517448115
4.4,0.43007663793190104,0.007821372423694043
4.5,0.4063219115339636,0.010175529966155793
4.6000000000000005,0.38367173394762677,0.013263250988021495
4.7,0.3621107859707127,0.017307074772164543
4.800000000000001,0.3416235619560118,0.022586700176457575
4.9,0.32219492855842014,0.029444827540375973
5.0,0.3038105719827734,0.03828674830757231
5.1000000000000005,0.2864571835636892,0.04956877014462374
5.2,0.2701221974493114,0.06377028697325622
5.300000000000001,0.2547929031776529,0.08134654537736072
5.4,0.24045485387673882,0.10266515372130844
5.5,0.22708970266999276,0.12793833614051217
5.6000000000000005,0.21467288288544475,0.15717051167337953
5.7,0.20317176504114284,0.1901405817226545
5.800000000000001,0.19254490559491474,0.22642737214742645
5.9,0.1827426904758224,0.26547010845354946
6.0,0.17370921390359054,0.30664380099887534
6.1000000000000005,0.16538487263025123,0.3493284235723696
6.2,0.157709059423581,0.39295870473276
6.300000000000001,0.15062248088469285,0.43705139247383634
6.4,0.14406886323172338,0.4812137603100347
6.5,0.1379960180545956,0.5251396768696556
6.6000000000000005,0.13235636396178604,0.5685991159152513
6.7,0.1271070451643245,0.6114253271741436
6.800000000000001,0.12220978357811088,0.6535021854531108
6.9,0.11763057461447982,0.6947529549824962
7.0,0.11333930602916868,0.7351309006496602
7.1000000000000005,0.10930935232351754,0.7746117399623118
7.2,0.10551717676953615,0.8131877290273256
7.300000000000001,0.10194195889264264,0.8508631103797734
7.4,0.09856525593262089,0.8876506533406578
7.5,0.09537070104476157,0.9235690497588358
7.6000000000000005,0.0923437376533457,0.9586409688353716
7.7,0.08947138757706415,0.9928916143720515
7.800000000000001,0.08674204971975286,1.0263476622503924
7.9,0.0841453258682786,1.059036484218281
8.0,0.08167187021174666,1.0909855864717841
8.1,0.07931325943662088,1.122222208911333
8.200000000000001,0.07706188056699659,1.1527730442677755
8.3,0.07491083405368243,1.182664046403177
8.4,0.07285384993993847,1.2119203047258054
8.5,0.07088521523057081,1.2405659674068463
8.6,0.06899971085827676,1.2686242004075847
8.700000000000001,0.06719255687536684,1.2961171725726413
8.8,0.0654593647016622,1.323066059484898
8.9,0.06379609543320233,1.3494910606125328
9.0,0.06219902336463212,1.375411425659349
9.1,0.06066470400406516,1.400845487069566
9.200000000000001,0.05918994596595004,1.4258106964221238
9.3,0.057771786217817866,1.450323663040766
9.4,0.05640746823324334,1.4744001935921385
9.5,0.05509442266806055,1.498055331780506
9.600000000000001,0.053830250231678076,1.5213033975011836
9.700000000000001,0.052612706471799685,1.5441580250055198
9.8,0.0514396882302968,1.5666321997734756
9.9,0.05030922156150677,1.5887382938969354
