time,x1,x2,x1_n
0.0,2.5,0.0,2.549767990068966
0.1,2.43592691346809,4.52655183186482e-07,2.288562413914118
0.2,2.3723842789167504,9.548828158954523e-07,2.5118490303147594
0.30000000000000004,2.309387511747354,1.5147905594093704e-06,2.7604216435970197
0.4,2.246952505682934,2.141967288924543e-06,2.352978611116207
0.5,2.185095638357338,2.8477838836647398e-06,2.009220007242167
0.6000000000000001,2.1238337752700374,3.6457611298111804e-06,2.392824671096814
0.7000000000000001,2.063184271814541,4.55202101737234e-06,1.8237683407824046
0.8,2.003164973055058,5.585841967597791e-06,2.3404696633033297
0.9,1.943794210890702,6.770343971842803e-06,1.5270447694336642
1.0,1.885090798209334,8.133336608312497e-06,1.735620820814335
1.1,1.827074019594552,9.708371892343168e-06,1.8253646008418
1.2000000000000002,1.7697636181098664,1.1536055517395478e-05,2.0433295037030352
1.3,1.7131797776445294,1.3665685060668529e-05,1.9908377161393243
1.4000000000000001,1.657343100266826,1.6157303221268025e-05,2.0787567231273716
1.5,1.602274577994127,1.908427953858261e-05,1.8242535398250184
1.6,1.547995558356301,2.2536567176212553e-05,2.0474900620139653
1.7000000000000002,1.4945277031021207,2.6624824747297266e-05,1.8062799368405744
1.8,1.441892939379512,3.1485650132432435e-05,1.4462657348237211
1.9000000000000001,1.390113402712729,3.728824826136809e-05,1.7905570405469045
2.0,1.339211371106159,4.424295387580327e-05,1.615603385777967
2.1,1.2892091896293554,5.261216140016857e-05,1.505326556587813
2.2,1.2401291848854938,6.272438803823927e-05,1.5480994099561258
2.3000000000000003,1.1919935688406609,7.499242766727952e-05,1.5177372823013986
2.4000000000000004,1.144824331599658,8.993686169548968e-05,0.8676713636265905
2.5,1.09864312286114,0.00010821660535824162,1.01783790680747
2.6,1.0534711219770152,0.0001306687198592662,1.3451155844680844
2.7,1.0093288967843632,0.00015836046081717218,1.1265472372417964
2.8000000000000003,0.9662362516788537,0.00019265752711827556,0.918343655605657
2.9000000000000004,0.9242120657626754,0.00023531380970080764,0.5680307057237104
3.0,0.8832741223326624,0.00028858973547571273,-0.3335660292104313
3.1,0.8434389314801722,0.000355408715930959,0.6282674670000512
3.2,0.8047215481567992,0.0004395644533051838,1.055610145117131
3.3000000000000003,0.7671353887213092,0.0005459962059948078,0.8148317461924376
3.4000000000000004,0.730692049723776,0.0006811549269116111,0.6504475177736813
3.5,0.6954011335013062,0.0008534909164526739,0.854064554502477
3.6,0.6612700860518771,0.0010741038275827366,0.8768568543571731
3.7,0.6283040536107268,0.0013576091570918528,1.0261888776845378
3.8000000000000003,0.5965057653629317,0.0017232923980624421,0.19061135951176994
3.9000000000000004,0.5658754507599661,0.002196643293827917,0.9340880230572559
4.0,0.5364108009187514,0.002811388063497038,0.558762141621655
4.1000000000000005,0.5081069844794855,0.0036121657203208907,0.5020875749810839
4.2,0.4809567289193904,0.004658021666495753,0.5802002338423403
4.3,0.4549504783682351,0.006026908517448115,0.4240832437666151
4.4,0.43007663793190104,0.007821372423694043,0.7774065987669594
4.5,0.4063219115339636,0.010175529966155793,0.6534488652753103
4.6000000000000005,0.38367173394762677,0.013263250988021495,1.2581523593960577
4.7,0.3621107859707127,0.017307074772164543,0.588588085356713
4.800000000000001,0.3416235619560118,0.022586700176457575,0.12391753682688714
4.9,0.32219492855842014,0.029444827540375973,0.3169710001066619
5.0,0.3038105719827734,0.03828674830757231,0.17081310075956926
5.1000000000000005,0.2864571835636892,0.04956877014462374,0.3976032106561786
5.2,0.2701221974493114,0.06377028697325622,0.41697323405148845
5.300000000000001,0.2547929031776529,0.08134654537736072,0.012481063197912923
5.4,0.24045485387673882,0.10266515372130844,0.23590374402969816
5.5,0.22708970266999276,0.12793833614051217,0.10543807793276007
5.6000000000000005,0.21467288288544475,0.15717051167337953,-0.10321575956767601
5.7,0.20317176504114284,0.1901405817226545,-0.3534019313843376
5.800000000000001,0.19254490559491474,0.22642737214742645,0.5944469005158722
5.9,0.1827426904758224,0.26547010845354946,0.010022836134544855
6.0,0.17370921390359054,0.30664380099887534,0.6823298591552301
6.1000000000000005,0.16538487263025123,0.3493284235723696,0.06407453809974274
