time,x1,x2,x1_n
0.0,2.5,0.0,2.479669557708025
0.1,2.43592691346809,4.52655183186482e-07,2.5018691247236804
0.2,2.3723842789167504,9.548828158954523e-07,2.3497250867694395
0.30000000000000004,2.309387511747354,1.5147905594093704e-06,2.3262050372032705
0.4,2.246952505682934,2.141967288924543e-06,2.283504299260589
0.5,2.185095638357338,2.8477838836647398e-06,2.2384625420394704
0.6000000000000001,2.1238337752700374,3.6457611298111804e-06,2.1596165577704687
0.7000000000000001,2.063184271814541,4.55202101737234e-06,2.036128417769254
0.8,2.003164973055058,5.585841967597791e-06,1.9648701935430117
0.9,1.943794210890702,6.770343971842803e-06,2.0114771842331463
1.0,1.885090798209334,8.133336608312497e-06,1.9537181353993416
1.1,1.827074019594552,9.708371892343168e-06,1.7692770662844914
1.2000000000000002,1.7697636181098664,1.1536055517395478e-05,1.8753075832672097
1.3,1.7131797776445294,1.3665685060668529e-05,1.6952540750224767
1.4000000000000001,1.657343100266826,1.6157303221268025e-05,1.740436636487316
1.5,1.602274577994127,1.908427953858261e-05,1.5708023101969297
1.6,1.547995558356301,2.2536567176212553e-05,1.557972414430513
1.7000000000000002,1.4945277031021207,2.6624824747297266e-05,1.4641055392146547
1.8,1.441892939379512,3.1485650132432435e-05,1.4621187022340045
1.9000000000000001,1.390113402712729,3.728824826136809e-05,1.3609068034523721
2.0,1.339211371106159,4.424295387580327e-05,1.3411077523882462
2.1,1.2892091896293554,5.261216140016857e-05,1.2485345081634571
2.2,1.2401291848854938,6.272438803823927e-05,1.2436099646727894
2.3000000000000003,1.1919935688406609,7.499242766727952e-05,1.236205982746073
2.4000000000000004,1.144824331599658,8.993686169548968e-05,1.2251057377422718
2.5,1.09864312286114,0.00010821660535824162,1.0521471448415372
2.6,1.0534711219770152,0.0001306687198592662,1.0435271164087858
2.7,1.0093288967843632,0.00015836046081717218,1.0331141887932236
2.8000000000000003,0.9662362516788537,0.00019265752711827556,0.906773099578172
2.9000000000000004,0.9242120657626754,0.00023531380970080764,0.9413421048148813
3.0,0.8832741223326624,0.00028858973547571273,0.9394817541772852
3.1,0.8434389314801722,0.000355408715930959,0.8361744737527571
3.2,0.8047215481567992,0.0004395644533051838,0.7961553338237031
3.3000000000000003,0.7671353887213092,0.0005459962059948078,0.8121682056987403
3.4000000000000004,0.730692049723776,0.0006811549269116111,0.7009946114469354
3.5,0.6954011335013062,0.0008534909164526739,0.6076431752035928
3.6,0.6612700860518771,0.0010741038275827366,0.681598928403014
3.7,0.6283040536107268,0.0013576091570918528,0.6130794251034736
3.8000000000000003,0.5965057653629317,0.0017232923980624421,0.6535901947987232
3.9000000000000004,0.5658754507599661,0.002196643293827917,0.5409128607183116
4.0,0.5364108009187514,0.002811388063497038,0.5575749108086385
4.1000000000000005,0.5081069844794855,0.0036121657203208907,0.5863043416099101
4.2,0.4809567289193904,0.004658021666495753,0.5272231618699773
4.3,0.4549504783682351,0.006026908517448115,0.3554178700481872
4.4,0.43007663793190104,0.007821372423694043,0.4625896158669864
4.5,0.4063219115339636,0.010175529966155793,0.3243781784199707
4.6000000000000005,0.38367173394762677,0.013263250988021495,0.4337980548394401
4.7,0.3621107859707127,0.017307074772164543,0.380295167144004
4.800000000000001,0.3416235619560118,0.022586700176457575,0.3381547396622018
4.9,0.32219492855842014,0.029444827540375973,0.3446508135636333
5.0,0.3038105719827734,0.03828674830757231,0.2361497041768289
5.1000000000000005,0.2864571835636892,0.04956877014462374,0.31798560959420624
5.2,0.2701221974493114,0.06377028697325622,0.1964672105845194
5.300000000000001,0.2547929031776529,0.08134654537736072,0.15779763865451113
5.4,0.24045485387673882,0.10266515372130844,0.17746214514441444
5.5,0.22708970266999276,0.12793833614051217,0.24168740005471065
5.6000000000000005,0.21467288288544475,0.15717051167337953,0.09543323874367919
5.7,0.20317176504114284,0.1901405817226545,0.19773277112752874
