time,x1,x2,x1_n
0.0,2.5,0.0,2.559989050841855
0.1,2.43592691346809,4.52655183186482e-07,2.352016960986188
0.2,2.3723842789167504,9.548828158954523e-07,2.441107165249044
0.30000000000000004,2.309387511747354,1.5147905594093704e-06,2.2550771018746616
0.4,2.246952505682934,2.141967288924543e-06,2.2831012773556134
0.5,2.185095638357338,2.8477838836647398e-06,2.3427984148956424
0.6000000000000001,2.1238337752700374,3.6457611298111804e-06,2.1093498551894667
0.7000000000000001,2.063184271814541,4.55202101737234e-06,2.224753899054582
0.8,2.003164973055058,5.585841967597791e-06,2.0003245060270567
0.9,1.943794210890702,6.770343971842803e-06,2.0858433226234436
1.0,1.885090798209334,8.133336608312497e-06,2.0084069623408407
1.1,1.827074019594552,9.708371892343168e-06,1.798132768642252
1.2000000000000002,1.7697636181098664,1.1536055517395478e-05,1.8424466453273018
1.3,1.7131797776445294,1.3665685060668529e-05,1.6225039235589716
1.4000000000000001,1.657343100266826,1.6157303221268025e-05,1.726382493596469
1.5,1.602274577994127,1.908427953858261e-05,1.5493513858346581
1.6,1.547995558356301,2.2536567176212553e-05,1.6255016785563803
1.7000000000000002,1.4945277031021207,2.6624824747297266e-05,1.5240644914339707
1.8,1.441892939379512,3.1485650132432435e-05,1.5035433887424734
1.9000000000000001,1.390113402712729,3.728824826136809e-05,1.4047860384748845
2.0,1.339211371106159,4.424295387580327e-05,1.3775137540491942
2.1,1.2892091896293554,5.261216140016857e-05,1.3595980391293134
2.2,1.2401291848854938,6.272438803823927e-05,1.425510415433043
2.3000000000000003,1.1919935688406609,7.499242766727952e-05,1.2235573417738344
2.4000000000000004,1.144824331599658,8.993686169548968e-05,1.1057460799537617
2.5,1.09864312286114,0.00010821660535824162,1.1455912721707031
2.6,1.0534711219770152,0.0001306687198592662,1.104087562537658
2.7,1.0093288967843632,0.00015836046081717218,1.0807178255464944
2.8000000000000003,0.9662362516788537,0.00019265752711827556,0.9811013481079387
2.9000000000000004,0.9242120657626754,0.00023531380970080764,0.818501573015918
3.0,0.8832741223326624,0.00028858973547571273,1.099701775996346
3.1,0.8434389314801722,0.000355408715930959,0.8406458184542266
3.2,0.8047215481567992,0.0004395644533051838,0.8058134849448231
3.3000000000000003,0.7671353887213092,0.0005459962059948078,0.7063667829462157
3.4000000000000004,0.730692049723776,0.0006811549269116111,0.8500823178085097
3.5,0.6954011335013062,0.0008534909164526739,0.6262492673305027
3.6,0.6612700860518771,0.0010741038275827366,0.6702507568007526
3.7,0.6283040536107268,0.0013576091570918528,0.47990282041529453
3.8000000000000003,0.5965057653629317,0.0017232923980624421,0.49912380558775954
3.9000000000000004,0.5658754507599661,0.002196643293827917,0.5839051111980207
