t,x3,dx3_dt,x1,x2
0.0,0.008269238451193149,-0.03533715908211765,1.0870691827643353,0.14212968640052298
0.0306122448979591,-0.013470142583664437,0.047341305639446246,0.974722430330348,0.016705000046642764
0.0612244897959183,-0.039804088033622335,0.0033401101740346342,0.8838321918226475,0.07785051082551578
0.0918367346938775,-0.022016238033175966,-0.04513620478336612,0.9344969874292498,0.08186537360045261
0.1224489795918367,0.0742456316954558,0.12699312141351715,0.8108173370001197,-0.003146830477532364
0.1530612244897959,-0.025390246812469167,0.10008433859783426,0.9052348780130637,0.13089616301803822
0.183673469387755,0.07162018840699365,0.08661563823608866,0.8804701646957337,0.18890674869276636
0.2142857142857142,-0.08098634007836022,0.23908852089712612,0.8117899302610302,0.19255985402751277
0.2448979591836734,-0.017734716132101334,0.2554686149202041,0.7234910297746311,0.2333108651928028
0.2755102040816326,0.07267992093397826,0.16045802522962738,0.8583527361943455,0.22074282064911446
0.3061224489795918,0.07099968113915991,0.14904284355064013,0.8421825662073915,0.1641710363061734
0.336734693877551,0.09668393431016102,0.190723653900007,0.6831487073891593,0.27989994199086415
0.3673469387755101,0.10439558221904097,0.19084842719892053,0.7470930222629406,0.30666166441128534
0.3979591836734694,0.014108795568209175,0.347236294243957,0.5988467380127424,0.23606528542552074
0.4285714285714285,0.09332186047093523,0.23651121398493388,0.6646296967975669,0.29124333216022896
0.4591836734693877,0.06872916620720457,0.3317395418460465,0.6203795657472588,0.30169656835720876
0.4897959183673469,0.14443686536214395,0.3396727212604843,0.6520491822937693,0.2426794306483533
0.5204081632653061,0.1226767866116027,0.26536449525272154,0.5302026583733651,0.30570411748694837
0.5510204081632653,0.060814914282462114,0.3571453969939768,0.6170825883177465,0.22248319923040583
0.5816326530612245,0.0744517083581184,0.25216493488141645,0.5358474323560761,0.3479130519707576
0.6122448979591837,0.11381113625544147,0.3024600789659705,0.6071352441769687,0.21670518236951286
0.6428571428571428,0.19802716558356853,0.3108194528386862,0.5218771110902425,0.3116657006104551
0.673469387755102,0.22376399130259134,0.2818995669632377,0.5105187406569603,0.36982042439650054
0.7040816326530612,0.07666299123118152,0.3022324541892595,0.48715058098808117,0.3038941109773484
0.7346938775510203,0.1271650379016191,0.3349115008142919,0.512129806151618,0.33526874512420657
0.7653061224489796,0.23271669266456033,0.3061252751439615,0.4025953397584849,0.4523304345629859
0.7959183673469388,0.1568496807294023,0.2935389169445286,0.36406519850059366,0.41283968998858356
0.826530612244898,0.18371908294545836,0.34896347489487395,0.42960664409401245,0.412296105881683
0.8571428571428571,0.20291297402759867,0.48093820455155284,0.43106304736639517,0.4168247539578376
0.8877551020408163,0.26330826382687555,0.36355173551620973,0.38223107823820995,0.38197229795743926
0.9183673469387756,0.259746862381783,0.3379600684426879,0.407485646627099,0.4283996197619941
0.9489795918367346,0.34896329762366196,0.41012129926211127,0.4802692404041958,0.3359341226843174
0.979591836734694,0.2918021268890257,0.43476144106823356,0.3306398534261692,0.34355596003691946
1.010204081632653,0.35485357210259993,0.3191527694146074,0.29707745215242254,0.44430679088592995
1.0408163265306123,0.3390454369689375,0.38924549655770324,0.3508677021892781,0.34571325907826567
1.0714285714285714,0.30454299751279534,0.4460405086406196,0.35443259171421876,0.4753981241328904
1.1020408163265305,0.25676709197879416,0.3651745496394843,0.3135242880001007,0.3119015101977811
1.1326530612244898,0.30520033286114734,0.38584954236163527,0.3483739122073581,0.4735056862258411
1.163265306122449,0.3472315520709587,0.421048251134871,0.31575512277927786,0.44744419097351995
1.193877551020408,0.45503958130326505,0.3884050925818979,0.25339909617045886,0.334410584894242
1.2244897959183674,0.3602703070663743,0.38275296919631796,0.3288195973793165,0.38293795149528775
1.2551020408163265,0.35751941465522363,0.325979365249552,0.3050974569111262,0.45053865518369124
1.2857142857142856,0.41909615224870234,0.3821853425474105,0.32792847914822215,0.33689694362055794
1.316326530612245,0.35354217668477494,0.31553650213636547,0.2618544775179223,0.3318254625192106
1.346938775510204,0.4501445331217122,0.3264645371939637,0.21990241002157568,0.44735956701960466
1.3775510204081631,0.37785084646917944,0.3550554712477364,0.274767484828705,0.29054439243917807
1.4081632653061225,0.47279016654559686,0.3762402486942258,0.3225189258499311,0.31042319981275934
1.4387755102040816,0.4264706126672207,0.3432272263388529,0.2504206630849451,0.26852870116028504
1.469387755102041,0.4374514459557122,0.2666936207191811,0.24799026024837648,0.23158436006444238
1.5,0.3496198541617044,0.37559325283827494,0.19579306434775207,0.285272913334663
1.6,0.5385973342230879,0.33943694130114244,0.2454938261726569,0.3147435268186802
1.7714285714285716,0.6625425782053027,0.2711403132510317,0.2572976276786703,0.29829770427402585
1.942857142857143,0.4955818481324579,0.30254298907468824,0.1590302084073802,0.2258344610753213
2.1142857142857143,0.5779906699443633,0.2539292150257549,0.13822165978129547,0.13163093303603446
2.2857142857142856,0.7185133478784619,0.20771513771206973,0.035115314125000685,0.27949336397541513
2.4571428571428573,0.7025903397415474,0.2713715008533333,0.10756316242229698,0.21048748686681829
2.628571428571429,0.7304382091993299,0.21388707617700728,0.05149729246199528,0.1471228087118754
2.8,0.7994589376220343,0.16299007587842573,0.0625004329635008,0.22468345975837758
2.9714285714285715,0.7909064826635551,0.1529031326752413,0.021265774978959404,0.17368843309724433
3.1428571428571432,0.8387141233961901,0.1806531120383495,0.01420647493864869,0.11272350696931233
3.3142857142857145,0.8827435134438659,0.1331197910567838,-0.008956690684867832,0.18583684427536565
3.4857142857142858,0.7776817372330636,0.1459788181259901,-0.032629447915788534,0.20105400628707887
3.657142857142857,0.8026210789141244,0.1519425493132398,0.021737200020429802,0.0759998882276652
3.8285714285714287,0.904335830654918,0.11477009346326816,-0.02346109945345098,0.04238569024694889
4.0,0.9409302370604808,-0.012142360220263687,-0.010886235926657273,0.22525913517018836
4.171428571428572,0.871819348933776,0.12173806349191583,-0.013865459502858907,0.0898001811437854
4.342857142857143,0.9632765769991085,0.11288798838479927,0.0029883645644114155,0.15588438356339457
4.514285714285714,0.9101603208948721,0.0611244941631675,0.023223224003559577,-0.006684932514281268
4.685714285714286,0.9332702086184695,0.05127190435492607,-0.01236610291690239,0.16524242766583247
4.857142857142858,0.9125600762382827,0.0966960406056429,0.05060691354055863,0.03703171047340793
5.0285714285714285,0.9172761309145461,-0.005503556670431106,-0.01934415791714149,-0.05637785474815576
5.2,0.9156332953364141,-0.04545031814617873,0.07281367591050374,0.05959662724141433
5.371428571428572,1.0096945613690882,0.05439391049600409,0.01300021182198616,0.09798632952536356
5.542857142857143,0.9438502677764583,0.02702244048074544,0.04127558311576766,-0.04437150388041326
5.7142857142857135,1.1326868915104535,0.02026379418464711,0.010406519779685836,0.0816794076295139
5.885714285714286,1.026616943722278,0.01824963192629256,0.0092915638766656,-0.05886169559092935
6.057142857142857,0.9556587905539193,0.040033494476257314,0.024539578837416833,0.07523127116851365
6.2285714285714295,0.9797207132974101,-0.05708523383407241,0.0548116634927365,0.0840835591465717
6.4,1.0326173688312374,0.0024482322699214305,0.05388424659260675,0.18207543971320667
6.571428571428571,0.9951580126960738,-0.05639148953270163,-0.027909994531212203,0.040469145094757145
6.742857142857144,0.9106268278345044,0.016419403653309475,0.02020053922868054,0.0847053368983386
6.914285714285715,1.0576456746116911,0.05009659985146376,-0.10713724259857799,0.05292001666627146
7.085714285714285,1.0285075974811575,0.018726167547212826,-0.08567198317871508,-0.03290974676605752
7.257142857142858,0.9358359211597159,-0.09563431492572354,0.0005610757432098742,-0.03477499902250798
7.428571428571429,1.1262567083430717,-0.0040259632106788784,0.06528359470245541,-0.07404231747344463
7.6,0.9691887370996713,0.00864892763277383,-0.04490494766135662,-0.01730600040917912
7.771428571428572,0.9854011262255179,-0.008417891152542222,0.09317974899437012,0.02218882239127801
7.942857142857143,1.0207968146088549,0.029804640224950826,0.03098813089736863,-0.0013224476860459683
8.114285714285714,0.9812339958085889,0.010769164825159274,0.05814052121389694,0.058740271271064584
8.285714285714286,0.9856380827539415,0.04048124921810368,-0.009476304175043592,0.003782591956460312
8.457142857142857,0.9743137442845623,-0.007285426118112175,0.06727975928801232,0.006417888194161315
8.628571428571428,1.0050390099094144,-0.07081576060021083,-0.015282208226122182,-0.010520616824549335
8.8,0.9570628944468554,0.002411341235069576,-0.021307253880299717,0.005327863412070508
8.971428571428572,1.0048067153060125,-0.04664715127988362,-0.01980722055047387,0.005009280749290279
9.142857142857142,1.0581284866125742,0.013814868556678126,-0.032989183967500384,0.020929147879083718
9.314285714285717,1.0844469605487501,0.04667527968498543,0.027466854383584514,0.037119464829650575
9.485714285714286,1.0712006610932032,0.0545021020925767,0.02841429764241779,0.054152873371197945
9.657142857142857,0.9452344727005664,-0.07449467487073136,0.007919317272139405,0.004052623228809619
9.828571428571427,0.9722191950434668,0.041823525887999785,-0.09308876943830575,-0.02620772040627589
10.0,0.975250960300384,-0.08135975063090448,0.07478247419513213,-0.06750472480909765
