t,x1,x2,x3,x6,x7,x5,x4
0.0,1.187,0.193,0.05,2.475,0.077,0.077,0.115
0.05,1.28040681714538,0.193972959921601,0.0443041008867737,2.37448758049457,0.0782950436846075,0.0726277022274224,0.107341315363107
0.1,1.36664840879121,0.206869185618677,0.0418128462371154,2.26358427437773,0.0821108866564267,0.0684680473106981,0.101345700759125
0.15,1.44377018224232,0.231580882675833,0.0418911050541578,2.14630844006691,0.0885962143670204,0.0646120308287098,0.0976083559493113
0.2,1.50934994857873,0.26874783702917,0.0440898386348734,2.02511765811998,0.0975501452307029,0.061158758092646,0.0962315795950336
0.25,1.56033038042885,0.319811281028688,0.0480907462106399,1.90112334216335,0.108554193839846,0.0581958823015373,0.0973187468181409
0.3,1.59273155768114,0.387265061629055,0.0537058497848237,1.77402478012744,0.120988607391614,0.0558023015656608,0.101087377716243
0.35,1.6011109310958,0.475266968388599,0.0610409705760045,1.64146596148608,0.134038672845879,0.054063442976946,0.107699464111959
0.4,1.57720773258597,0.591506053108254,0.0703681755275021,1.49797878244767,0.146957335257952,0.0530764479557338,0.117817156176955
0.45,1.50598000812271,0.753065418268935,0.082422552586302,1.32966555067009,0.159315085139345,0.0529832271246766,0.132828241676261
0.5,1.34640829940716,1.01757949616986,0.0993930866642764,1.08458750451804,0.171781079386475,0.054042390419725,0.156293069635007
0.55,0.751225626881677,1.9717325299348,0.137028784429377,0.192701264757191,0.195928883925938,0.0570524052839242,0.213037425194962
0.6,0.416370108594841,2.14222437473,0.165378009056992,0.208886500550054,0.192345656738803,0.0646003393829098,0.298858503917944
0.65,0.17875151927592,2.10310032410775,0.18034326756141,0.484070848244847,0.178592947264932,0.0748800889364246,0.343680020643057
0.7,0.187919690030829,1.66609989274587,0.184259197891494,1.14093930593426,0.161201778414436,0.0850661867330265,0.343376084398252
0.75,0.284347904730785,1.22631112973875,0.17843149086025,1.73271650098055,0.144424260441666,0.092555340450618,0.309168545774016
0.8,0.392717652685485,0.899694011669009,0.167052365613383,2.1426324294968,0.131095069294606,0.0966177545735222,0.268438254262809
0.85,0.504031826052585,0.665104673334465,0.151456192310183,2.40724258718015,0.119641555156238,0.0977518886900377,0.232018021827798
0.9,0.61587026778252,0.4984923496366,0.132963093639605,2.56483044742293,0.109239282382344,0.0967366145435708,0.202285712243562
0.95,0.727096155970254,0.381406203393885,0.113219722613762,2.6441904120334,0.0997726165093453,0.0942702274329473,0.178587415040467
1.0,0.836914282977468,0.300537195578628,0.0939802642948141,2.66573045557201,0.0914936944182269,0.0908791480100682,0.159516785626098
1.05,0.944587529733494,0.246531568557356,0.0768293281543619,2.64387337040118,0.084782787873923,0.0869329353226116,0.143731351912007
1.1,1.04930755811688,0.212979135465172,0.0628662280669778,2.58931071767207,0.0800431252816171,0.0826822607470547,0.130390809293475
1.15,1.15011201092911,0.19565224814664,0.0525411932119645,2.5105408566968,0.0776249583617483,0.0783025388676856,0.119226620272311
1.2,1.2458259333344,0.19192811427131,0.0458233406553775,2.41441137773044,0.0776920540790928,0.0739441448794677,0.110046065220444
1.25,1.33499526668642,0.200414886751215,0.0423363475112585,2.30647974103769,0.0804491320216246,0.0697282269278973,0.103049900276206
1.3,1.41581845036534,0.220679604231221,0.0415429252720373,2.19105931595515,0.0859472794236496,0.0657677904211417,0.0984360770864489
1.35,1.48606660731456,0.253075371612878,0.0430043879387349,2.0710080927577,0.0940272578791542,0.0621713164537323,0.096194807943241
1.4,1.54294174019643,0.298731462724908,0.0463402049208312,1.94795796655001,0.104336480174567,0.0590320688228699,0.0964042110532995
1.45,1.58285826853869,0.359692113717728,0.051381679730814,1.8220282398846,0.116318117731262,0.0564335450671823,0.0991312290633922
1.5,1.60100389979244,0.43939194181555,0.0580686959183722,1.69180011705665,0.129228747507889,0.0544553981812561,0.104631127199083
1.55,1.59040264608372,0.54387409715337,0.0665984056554718,1.55323627682083,0.142274371891441,0.0531879835283605,0.113358773624233
1.6,1.53935526034638,0.685469992181635,0.0775074782283695,1.39668330724147,0.154853797145628,0.0527527300600258,0.126326538341644
1.65,1.42161972477953,0.898158758538777,0.0921842253678836,1.19265681577479,0.167043670784473,0.0533502397843893,0.14594981985144
1.7,1.10005457505623,1.40598543465469,0.116669946105529,0.72715989396049,0.182603352728265,0.0554397694994319,0.181840895999687
1.75,0.529083285069294,2.10580401323835,0.158410654316857,0.165136007659805,0.198138363164745,0.0611984482870114,0.273074800504032
1.8,0.245335422629657,2.15726090668042,0.175500238753451,0.340030320846595,0.183519208746707,0.0708227636083069,0.331072285376827
1.85,0.163140670442559,1.85025110996205,0.184325562764238,0.881010707480299,0.168208225563684,0.0813999231719839,0.349194864508522
1.9,0.245982806664676,1.37576807644659,0.181296050321561,1.53491329632995,0.150211213451691,0.0900916994601984,0.323569578673336
1.95,0.351807364475716,1.00855437517776,0.17175887688459,2.00931542714255,0.135757834269513,0.0954108638029366,0.283260143516616
2.0,0.462442607649184,0.74292832301816,0.157589562175559,2.32288211056597,0.123762101031658,0.0975494549502383,0.244691551732766
2.05,0.574249060770429,0.553594681250208,0.139988713579361,2.51627879659496,0.113010055831971,0.0972479421460769,0.212473373666288
2.1,0.685798857437452,0.419962951660816,0.120513839739709,2.62185461839298,0.103185137412986,0.0952545955476334,0.18668719400647
2.15,0.79621842365191,0.326956293940763,0.100891122468816,2.66288903073873,0.0944248076945492,0.0921607051275695,0.166075935953596
2.2,0.904768328071454,0.263888054067866,0.0828189630257372,2.65571187099504,0.0870906179396035,0.0883900365039752,0.149204926771102
2.25,1.01067704381347,0.223359260459349,0.0675907156219772,2.6122030699547,0.0815728640129275,0.0842327602973063,0.135020897378425
2.3,1.11304727644525,0.200409054974867,0.0559175849294867,2.54151796867452,0.0782706226586074,0.079886405682433,0.123067314496366
2.35,1.21078781671757,0.191877366179631,0.0478909338740392,2.45113722402578,0.0773997372356639,0.0755073657183387,0.113170042693843
2.4,1.30255713858752,0.195947942380472,0.0432794400642229,2.34700750716554,0.0791412788226814,0.0712291603958904,0.105322834054966
2.45,1.38668801398123,0.211863599489935,0.0415509526854402,2.23396789963823,0.0836358461510969,0.0671639228118775,0.0998299290020205
2.5,1.46112109711445,0.239697157854193,0.0422203934759254,2.11540775865261,0.0907954906807148,0.063423498192339,0.0967309058914667
2.55,1.52329009518233,0.280279823573697,0.0449034471624325,1.99337093408902,0.100331574266911,0.0601082212991264,0.0960180777068762
2.6,1.56993307961961,0.335290552933245,0.0493378305117025,1.86857310528879,0.111772789352983,0.0573033773114221,0.0977912665618961
2.65,1.59676138671339,0.407562895133165,0.0554160950911773,1.74022799698331,0.124428262924516,0.0550892019569769,0.102221426623382
2.7,1.59776264260085,0.501953565093689,0.0632259666658004,1.60545070187039,0.137509348844722,0.0535497157259955,0.109686569349391
2.75,1.5634886790407,0.627716462060314,0.0731661837903414,1.4572994352429,0.15030203946086,0.052792008402919,0.120917274105646
2.8,1.47540719951396,0.807064881385464,0.086176268415628,1.27721400275467,0.162541599680792,0.0529780567889875,0.13764919050832
2.85,1.27262866614339,1.13055202958759,0.105266508252922,0.981881721135326,0.175615598542664,0.0544249936016647,0.165054649229117
2.9,0.643616392554106,2.05990839614526,0.148916372320085,0.141407017011539,0.200913221922197,0.05843783021196,0.240548035069825
2.95,0.339975953350902,2.15801530751784,0.169746534644566,0.251993031291845,0.188449164638994,0.0670222689591273,0.31371832617529
3.0,0.15854728150508,2.01724035716964,0.182664250474873,0.631032215968073,0.174674750195129,0.077564527068651,0.348448357723273
3.05,0.210445842982642,1.53980556740667,0.183293603238053,1.3132446759709,0.156407240878341,0.0872431834980917,0.336078021126176
3.1,0.311970564868695,1.13012915096188,0.175825158144244,1.85570627020693,0.140703573020609,0.0938374479818603,0.298329556071132
3.15,0.421502008779395,0.830248222941191,0.163202390011763,2.22341957665884,0.127962608148482,0.0970704204001652,0.258175392240077
3.2,0.533095928862483,0.615635517761422,0.146704325263826,2.45662641765612,0.116838209125045,0.0975733663521694,0.223481796214588
3.25,0.644852760344424,0.463593268837004,0.127714466802436,2.59131267585172,0.10667806549806,0.0961236671178479,0.195467256527143
3.3,0.755770748017049,0.357133316735908,0.107925180912829,2.65386764871536,0.0974936249074244,0.0933764442147204,0.173159504722684
3.35,0.865088098361955,0.284095676440377,0.0891318978983108,2.66278227142815,0.0895940888448079,0.0898165236169915,0.155036063256381
3.4,0.97205736112672,0.235989314135962,0.0727830361298129,2.63137421091166,0.0833830349620159,0.0857753979897819,0.139932520788963
3.45,1.07583424966451,0.207046492689664,0.0597596344801658,2.56974644104053,0.0792468312158644,0.0814779625289817,0.127231916057463
3.5,1.17540829586075,0.193499677467831,0.0504147472857603,2.48583045797268,0.0774117993155837,0.0770997058243454,0.116500627542161
3.55,1.26953420411273,0.193092317715168,0.0446101916916854,2.38612633610642,0.078188262861076,0.0727706058935493,0.107893118553324
3.6,1.35667068113266,0.204709192909623,0.0418722906525348,2.27592881608382,0.0817013450258716,0.0686119579635969,0.101594128613014
3.65,1.43491655569568,0.228122155169723,0.0417256609855119,2.15907879814237,0.0878972100620367,0.0647421371260566,0.0975897369553846
3.7,1.50190459462411,0.263892645172222,0.0437076581375657,2.03817789917958,0.0965996255417591,0.0612618005323259,0.095989805992938
3.75,1.55465285974832,0.313376110691723,0.047506050838665,1.91443513450345,0.107423101055815,0.058260264470507,0.0968768423692776
3.8,1.58930299108434,0.378920055784557,0.0529617332215549,1.7876347149157,0.11973499728046,0.055820161403513,0.100350760022753
3.85,1.60059800563443,0.464472135328463,0.0601093994558514,1.65573673645024,0.132754419583463,0.0540235945589692,0.106652213875477
3.9,1.58067115594267,0.577211039715539,0.069199799582718,1.51371230311573,0.145714564878299,0.0529657895252711,0.116375320048116
3.95,1.51555143495666,0.732680374871122,0.0808914364099939,1.34907201634166,0.158133976269555,0.0527818486691306,0.130812775507463
4.0,1.36954910693543,0.979822763758341,0.0970844502636406,1.11820488236769,0.170459624483679,0.0537121641845941,0.153129429301949
4.05,0.827706671067731,1.86224133903417,0.130578542790395,0.290692251516447,0.191853115119835,0.0564260000630936,0.202127761088564
4.1,0.447119851363717,2.13224375534875,0.163469216795167,0.195009476982487,0.193995266069627,0.0635107901029059,0.292082068185335
4.15,0.193092343409767,2.12456422560199,0.179061314539367,0.436610198969206,0.180041071829774,0.0736468149934945,0.340557845836586
4.2,0.179828974376433,1.71639267783065,0.184320368426101,1.0694301015443,0.163145247924525,0.0839866447540665,0.345358870981518
4.25,0.273426076155808,1.26579734687143,0.179195556137163,1.67962093073269,0.145998510246365,0.091826387251481,0.31312734548485
4.3,0.381194435031176,0.928359364329849,0.168297224841094,2.10678226867076,0.132377340757071,0.0962365542996651,0.272372786652871
4.35,0.49234125348453,0.685586494912198,0.153076382639395,2.38436672932151,0.120789199194897,0.09764440458563,0.235336486033058
4.4,0.604174304973766,0.512992405952756,0.134812160693565,2.5514447219397,0.110295086823668,0.09682318565826,0.204932242833163
4.45,0.715487932766696,0.39154914939973,0.115126844536428,2.63777233421485,0.10072859921264,0.0944860116292977,0.180682440335739
4.5,0.825468348004914,0.307480326711925,0.0957727544897775,2.6645077494356,0.0923154891348532,0.0911770649129522,0.161209657696029
4.55,0.933378798410382,0.251080700517975,0.0783702075488303,2.64656551334901,0.0854308714606885,0.0872806015414084,0.145136651069161
4.6,1.03842132096743,0.215679942732991,0.0640721725005598,2.59494600476935,0.0804790997029818,0.0830574084668887,0.13157110446315
4.65,1.1396511318044,0.196857912671328,0.0533898041315904,2.51833583107903,0.0778204575552826,0.0786885518032477,0.120201927198219
4.7,1.23591649960281,0.191849089814542,0.0463313530711878,2.42373674794409,0.0776265264625123,0.0743270306354003,0.110818409815257
4.75,1.32579343359239,0.199151225279794,0.0425520614716739,2.31682329095847,0.0801096037745714,0.0700959647461544,0.103597791945584
4.8,1.40751686697588,0.21824530927869,0.041514545256853,2.2020507114047,0.0853399492199938,0.0661087687903859,0.0987565239282205
4.85,1.47890450735675,0.249408494372934,0.0427701536647156,2.08241446274606,0.0931746283642717,0.0624753013880995,0.09628751729344
4.9,1.53722204109727,0.293688955276089,0.0459357837964009,1.95966070901537,0.10328031620983,0.059290500826277,0.0962506939358739
4.95,1.57897340056296,0.353030310045162,0.0508148215184297,1.83407549669312,0.115124832459672,0.0566381021948254,0.0987277937071997
5.0,1.59949058915127,0.430703923203196,0.057316513017433,1.70444434697551,0.127984220640974,0.0545971331493615,0.103981234725411
